year,month,day,weight,flag,station,co2
1960,9,10,7,0,MLO,314.5
1960,9,17,6,0,MLO,314.2
1960,9,24,5,0,MLO,313.3
1960,10,1,2,0,MLO,313.6
1960,10,8,4,0,MLO,313.3
1960,10,15,5,0,MLO,313.9
1960,10,22,6,0,MLO,314.2
1960,10,29,3,0,MLO,314.2
1960,11,5,7,0,MLO,314.5
1960,11,12,6,0,MLO,315.1
1960,11,19,7,0,MLO,315.1
1960,11,26,7,0,MLO,315.4
1960,12,3,5,0,MLO,315.8
1960,12,10,7,0,MLO,316.0
1960,12,17,7,0,MLO,316.2
1960,12,24,5,0,MLO,316.4
1960,12,31,7,0,MLO,316.6
1961,1,7,6,0,MLO,316.7
1961,1,14,7,0,MLO,317.0
1961,1,21,7,0,MLO,317.0
1961,1,28,7,0,MLO,317.0
1961,2,4,6,0,MLO,317.0
1961,2,11,6,0,MLO,317.7
1961,2,18,7,0,MLO,317.9
1961,2,25,7,0,MLO,318.0
1961,3,4,5,0,MLO,318.0
1961,3,11,4,0,MLO,318.5
1961,3,18,6,0,MLO,318.9
1961,3,25,7,0,MLO,318.7
1961,4,1,7,0,MLO,319.4
1961,4,8,6,0,MLO,319.5
1961,4,15,7,0,MLO,318.9
1961,4,22,6,0,MLO,319.7
1961,4,29,6,0,MLO,319.6
1961,5,6,7,0,MLO,320.6
1961,5,13,3,0,MLO,320.4
1961,5,20,6,0,MLO,320.6
1961,5,27,7,0,MLO,320.3
1961,6,3,6,0,MLO,320.0
1961,6,10,5,0,MLO,320.0
1961,6,17,7,0,MLO,319.6
1961,6,24,6,0,MLO,319.4
1961,7,1,5,0,MLO,319.2
1961,7,8,6,0,MLO,319.0
1961,7,15,5,0,MLO,318.4
1961,7,22,1,0,MLO,317.1
1961,7,29,3,0,MLO,317.9
1961,8,5,7,0,MLO,317.9
1961,8,12,2,0,MLO,317.3
1961,8,19,5,0,MLO,316.7
1961,8,26,6,0,MLO,315.2
1961,9,2,5,0,MLO,315.2
1961,9,9,5,0,MLO,314.9
1961,9,16,5,0,MLO,314.5
1961,9,23,4,0,MLO,315.0
1961,9,30,4,0,MLO,315.6
1961,10,7,5,0,MLO,314.9
1961,10,14,7,0,MLO,315.4
1961,10,21,7,0,MLO,315.4
1961,10,28,6,0,MLO,315.7
1961,11,4,6,0,MLO,315.8
1961,11,11,5,0,MLO,315.7
1961,11,18,7,0,MLO,316.2
1961,11,25,6,0,MLO,316.5
1961,12,2,5,0,MLO,316.5
1961,12,9,5,0,MLO,317.0
1961,12,16,6,0,MLO,316.9
1961,12,23,3,0,MLO,317.1
1961,12,30,7,0,MLO,317.4
1962,1,6,5,0,MLO,317.9
1962,1,13,7,0,MLO,318.1
1962,1,20,5,0,MLO,318.0
1962,1,27,7,0,MLO,317.7
1962,2,3,7,0,MLO,318.0
1962,2,10,4,0,MLO,318.3
1962,2,17,4,0,MLO,318.9
1962,2,24,1,0,MLO,319.3
1962,3,3,6,0,MLO,319.2
1962,3,10,6,0,MLO,319.4
1962,3,17,7,0,MLO,319.9
1962,3,24,4,0,MLO,319.7
1962,3,31,5,0,MLO,320.2
1962,4,7,3,0,MLO,320.2
1962,4,14,6,0,MLO,321.0
1962,4,21,2,0,MLO,320.7
1962,4,28,5,0,MLO,320.3
1962,5,5,4,0,MLO,320.8
1962,5,12,5,0,MLO,320.7
1962,5,19,5,0,MLO,321.0
1962,5,26,5,0,MLO,321.1
1962,6,2,6,0,MLO,320.9
1962,6,9,5,0,MLO,320.8
1962,6,16,6,0,MLO,320.5
1962,6,23,6,0,MLO,320.1
1962,6,30,7,0,MLO,320.2
1962,7,7,6,0,MLO,320.1
1962,7,14,3,0,MLO,319.9
1962,7,21,2,0,MLO,319.0
1962,7,28,7,0,MLO,318.7
1962,8,4,3,0,MLO,318.6
1962,8,11,6,0,MLO,317.2
1962,8,18,3,0,MLO,317.4
1962,9,15,5,0,MLO,316.6
1962,9,22,4,0,MLO,315.7
1962,9,29,7,0,MLO,315.9
1962,10,6,5,0,MLO,315.1
1962,10,13,4,0,MLO,315.4
1962,10,20,5,0,MLO,315.7
1962,10,27,5,0,MLO,315.7
1962,11,3,5,0,MLO,315.9
1962,11,10,6,0,MLO,316.4
1962,11,17,7,0,MLO,316.9
1962,11,24,7,0,MLO,317.0
1962,12,1,7,0,MLO,317.1
1962,12,8,5,0,MLO,317.3
1962,12,15,7,0,MLO,317.6
1962,12,22,4,0,MLO,318.1
1963,1,5,5,0,MLO,318.5
1963,1,12,7,0,MLO,318.7
1963,1,19,7,0,MLO,318.9
1963,1,26,7,0,MLO,318.8
1963,2,2,7,0,MLO,318.7
1963,2,9,7,0,MLO,318.9
1963,2,23,2,0,MLO,319.3
1963,3,2,5,0,MLO,319.3
1963,3,9,6,0,MLO,319.7
1963,3,16,5,0,MLO,319.8
1963,3,23,7,0,MLO,320.3
1963,3,30,5,0,MLO,320.2
1963,4,6,3,0,MLO,320.3
1963,4,13,6,0,MLO,320.9
1963,4,20,6,0,MLO,322.0
1963,4,27,6,0,MLO,321.9
1963,5,11,3,0,MLO,321.9
1963,5,18,5,0,MLO,322.2
1963,5,25,6,0,MLO,322.2
1963,6,1,3,0,MLO,322.3
1963,6,8,2,0,MLO,322.0
1963,6,15,6,0,MLO,321.8
1963,6,22,4,0,MLO,320.8
1963,6,29,7,0,MLO,320.4
1963,7,6,7,0,MLO,320.1
1963,7,13,5,0,MLO,319.8
1963,7,20,7,0,MLO,319.5
1963,7,27,6,0,MLO,319.0
1963,8,3,3,0,MLO,318.6
1963,8,10,7,0,MLO,318.2
1963,8,17,3,0,MLO,317.7
1963,8,24,7,0,MLO,317.1
1963,8,31,3,0,MLO,316.4
1963,9,7,7,0,MLO,316.8
1963,9,14,7,0,MLO,315.9
1963,9,21,5,0,MLO,316.0
1963,9,28,4,0,MLO,315.9
1963,10,5,3,0,MLO,316.2
1963,10,12,7,0,MLO,315.6
1963,10,19,6,0,MLO,316.1
1963,10,26,7,0,MLO,316.3
1963,11,2,4,0,MLO,316.6
1963,11,9,6,0,MLO,316.8
1963,11,16,1,0,MLO,317.1
1963,11,30,5,0,MLO,317.5
1963,12,7,6,0,MLO,318.0
1963,12,14,4,0,MLO,318.2
1963,12,21,7,0,MLO,318.5
1963,12,28,7,0,MLO,318.7
1964,1,4,6,0,MLO,319.0
1964,1,11,6,0,MLO,319.4
1964,1,18,6,0,MLO,319.8
1964,5,30,2,0,MLO,322.0
1964,6,6,4,0,MLO,322.0
1964,6,27,3,0,MLO,321.5
1964,7,4,4,0,MLO,321.1
1964,7,11,2,0,MLO,319.9
1964,7,18,7,0,MLO,320.2
1964,7,25,5,0,MLO,320.0
1964,8,1,2,0,MLO,319.1
1964,8,15,4,0,MLO,318.6
1964,8,22,6,0,MLO,318.2
1964,8,29,5,0,MLO,318.1
1964,9,5,5,0,MLO,317.4
1964,9,12,4,0,MLO,316.5
1964,9,19,2,0,MLO,315.5
1964,9,26,2,0,MLO,317.0
1964,10,3,4,0,MLO,316.9
1964,10,10,7,0,MLO,316.5
1964,10,17,7,0,MLO,316.8
1964,10,24,2,0,MLO,317.0
1964,10,31,6,0,MLO,317.6
1964,11,7,7,0,MLO,317.7
1964,11,14,7,0,MLO,317.6
1964,11,21,6,0,MLO,317.5
1964,11,28,6,0,MLO,318.1
1964,12,5,6,0,MLO,318.4
1964,12,12,7,0,MLO,318.5
1964,12,19,7,0,MLO,318.9
1964,12,26,6,0,MLO,318.9
1965,1,2,5,0,MLO,319.0
1965,1,9,7,0,MLO,319.1
1965,1,16,7,0,MLO,319.1
1965,1,23,4,0,MLO,319.7
1965,1,30,7,0,MLO,320.1
1965,2,6,7,0,MLO,320.2
1965,2,13,7,0,MLO,320.1
1965,2,20,7,0,MLO,320.7
1965,2,27,6,0,MLO,320.8
1965,3,6,5,0,MLO,321.0
1965,3,13,7,0,MLO,320.9
1965,3,20,7,0,MLO,320.4
1965,3,27,7,0,MLO,321.4
1965,4,3,7,0,MLO,321.9
1965,4,10,4,0,MLO,322.2
1965,4,17,7,0,MLO,322.1
1965,4,24,5,0,MLO,321.8
1965,5,1,7,0,MLO,322.4
1965,5,8,6,0,MLO,322.2
1965,5,15,7,0,MLO,321.9
1965,5,22,7,0,MLO,321.6
1965,5,29,5,0,MLO,322.2
1965,6,5,7,0,MLO,321.8
1965,6,12,7,0,MLO,321.7
1965,6,19,7,0,MLO,321.7
1965,6,26,6,0,MLO,321.9
1965,7,3,7,0,MLO,321.9
1965,7,10,6,0,MLO,321.8
1965,7,17,3,0,MLO,321.7
1965,7,24,6,0,MLO,320.4
1965,7,31,5,0,MLO,319.4
1965,8,7,7,0,MLO,319.4
1965,8,14,5,0,MLO,318.0
1965,8,21,6,0,MLO,318.8
1965,8,28,3,0,MLO,318.7
1965,9,4,7,0,MLO,318.3
1965,9,11,4,0,MLO,318.0
1965,9,18,6,0,MLO,318.2
1965,9,25,6,0,MLO,316.8
1965,10,2,6,0,MLO,316.6
1965,10,9,7,0,MLO,317.2
1965,10,16,7,0,MLO,317.8
1965,10,23,7,0,MLO,317.5
1965,10,30,7,0,MLO,317.6
1965,11,6,7,0,MLO,318.3
1965,11,13,7,0,MLO,319.2
1965,11,20,7,0,MLO,318.9
1965,11,27,7,0,MLO,319.1
1965,12,4,7,0,MLO,319.0
1965,12,11,5,0,MLO,319.3
1965,12,18,6,0,MLO,319.3
1965,12,25,6,0,MLO,319.7
1966,1,1,7,0,MLO,319.6
1966,1,8,7,0,MLO,320.4
1966,1,15,7,0,MLO,320.6
1966,1,22,7,0,MLO,321.0
1966,1,29,7,0,MLO,321.1
1966,2,5,7,0,MLO,321.2
1966,2,12,6,0,MLO,321.7
1966,2,19,7,0,MLO,321.6
1966,2,26,7,0,MLO,321.8
1966,3,5,4,0,MLO,322.1
1966,3,12,5,0,MLO,322.1
1966,3,19,6,0,MLO,322.5
1966,3,26,5,0,MLO,322.8
1966,4,2,7,0,MLO,323.5
1966,4,9,3,0,MLO,323.6
1966,4,16,7,0,MLO,323.8
1966,4,23,4,0,MLO,323.9
1966,4,30,6,0,MLO,323.5
1966,5,7,6,0,MLO,324.0
1966,5,14,7,0,MLO,324.1
1966,5,21,7,0,MLO,323.7
1966,5,28,7,0,MLO,324.3
1966,6,4,7,0,MLO,324.0
1966,6,11,7,0,MLO,323.8
1966,6,18,7,0,MLO,323.7
1966,6,25,6,0,MLO,323.3
1966,7,2,5,0,MLO,322.8
1966,7,9,6,0,MLO,322.9
1966,8,6,4,0,MLO,321.3
1966,8,13,3,0,MLO,320.8
1966,8,20,3,0,MLO,319.1
1966,8,27,7,0,MLO,319.6
1966,9,3,4,0,MLO,319.9
1966,9,10,3,0,MLO,318.2
1966,9,17,7,0,MLO,318.4
1966,9,24,5,0,MLO,318.3
1966,10,1,6,0,MLO,317.9
1966,10,8,7,0,MLO,317.9
1966,10,15,4,0,MLO,318.2
1966,10,22,4,0,MLO,318.6
1966,10,29,6,0,MLO,318.3
1966,11,12,4,0,MLO,319.5
1966,11,19,5,0,MLO,320.0
1966,11,26,6,0,MLO,320.2
1966,12,3,3,0,MLO,320.8
1966,12,10,7,0,MLO,320.8
1966,12,17,5,0,MLO,321.1
1966,12,24,4,0,MLO,321.3
1966,12,31,7,0,MLO,321.3
1967,1,7,6,0,MLO,321.9
1967,1,14,2,0,MLO,322.9
1967,2,4,5,0,MLO,322.1
1967,2,11,5,0,MLO,322.2
1967,2,18,6,0,MLO,322.8
1967,2,25,4,0,MLO,322.6
1967,3,4,6,0,MLO,322.9
1967,3,11,6,0,MLO,322.6
1967,3,18,4,0,MLO,323.3
1967,3,25,2,0,MLO,323.2
1967,4,1,3,0,MLO,323.1
1967,4,8,7,0,MLO,324.2
1967,4,15,5,0,MLO,324.4
1967,4,22,3,0,MLO,324.6
1967,4,29,6,0,MLO,325.1
1967,5,6,1,0,MLO,325.2
1967,5,13,5,0,MLO,324.7
1967,5,20,5,0,MLO,325.0
1967,5,27,5,0,MLO,324.9
1967,6,3,4,0,MLO,324.9
1967,6,10,6,0,MLO,324.6
1967,6,17,4,0,MLO,323.3
1967,6,24,6,0,MLO,323.5
1967,7,1,6,0,MLO,322.8
1967,7,8,7,0,MLO,322.8
1967,7,15,5,0,MLO,322.4
1967,7,22,5,0,MLO,322.4
1967,7,29,6,0,MLO,322.0
1967,8,5,7,0,MLO,321.6
1967,8,12,5,0,MLO,321.4
1967,8,19,5,0,MLO,320.4
1967,8,26,5,0,MLO,320.0
1967,9,2,4,0,MLO,320.0
1967,9,9,6,0,MLO,319.4
1967,9,16,7,0,MLO,319.3
1967,9,23,7,0,MLO,319.0
1967,9,30,7,0,MLO,318.8
1967,10,7,7,0,MLO,318.8
1967,10,14,6,0,MLO,319.8
1967,10,21,7,0,MLO,319.4
1967,10,28,7,0,MLO,319.8
1967,11,4,7,0,MLO,320.0
1967,11,11,7,0,MLO,320.3
1967,11,18,7,0,MLO,320.9
1967,11,25,7,0,MLO,321.5
1967,12,2,7,0,MLO,321.4
1967,12,9,7,0,MLO,321.8
1967,12,16,7,0,MLO,322.2
1967,12,23,7,0,MLO,321.9
1967,12,30,7,0,MLO,322.3
1968,1,6,7,0,MLO,322.4
1968,1,13,7,0,MLO,322.5
1968,1,20,6,0,MLO,322.5
1968,1,27,7,0,MLO,322.8
1968,2,3,7,0,MLO,322.6
1968,2,10,7,0,MLO,323.1
1968,2,17,7,0,MLO,323.4
1968,2,24,7,0,MLO,323.1
1968,3,2,6,0,MLO,323.1
1968,3,9,4,0,MLO,323.8
1968,3,16,6,0,MLO,323.8
1968,3,23,6,0,MLO,324.2
1968,3,30,5,0,MLO,324.7
1968,4,6,7,0,MLO,324.7
1968,4,13,6,0,MLO,325.0
1968,4,20,5,0,MLO,324.8
1968,4,27,7,0,MLO,325.4
1968,5,4,7,0,MLO,325.6
1968,5,11,7,0,MLO,325.0
1968,5,18,6,0,MLO,325.5
1968,5,25,7,0,MLO,325.8
1968,6,1,5,0,MLO,325.6
1968,6,8,7,0,MLO,325.7
1968,6,15,4,0,MLO,325.5
1968,6,22,4,0,MLO,324.9
1968,6,29,5,0,MLO,324.6
1968,7,6,6,0,MLO,324.7
1968,7,13,7,0,MLO,324.1
1968,7,20,7,0,MLO,323.9
1968,7,27,7,0,MLO,323.4
1968,8,3,5,0,MLO,322.4
1968,8,10,5,0,MLO,322.2
1968,8,17,3,0,MLO,322.0
1968,8,24,6,0,MLO,321.7
1968,8,31,6,0,MLO,321.4
1968,9,7,7,0,MLO,320.4
1968,9,14,7,0,MLO,321.1
1968,9,21,7,0,MLO,319.7
1968,9,28,7,0,MLO,319.8
1968,10,5,7,0,MLO,320.5
1968,10,12,6,0,MLO,320.5
1968,10,19,7,0,MLO,320.2
1968,10,26,7,0,MLO,319.9
1968,11,2,5,0,MLO,320.7
1968,11,9,7,0,MLO,320.8
1968,11,16,7,0,MLO,321.4
1968,11,23,7,0,MLO,321.7
1968,11,30,6,0,MLO,322.0
1968,12,7,4,0,MLO,322.4
1968,12,14,7,0,MLO,322.9
1968,12,21,5,0,MLO,323.3
1968,12,28,6,0,MLO,323.1
1969,1,4,6,0,MLO,323.3
1969,1,11,6,0,MLO,324.0
1969,1,18,6,0,MLO,324.3
1969,1,25,7,0,MLO,324.1
1969,2,1,7,0,MLO,324.1
1969,2,8,5,0,MLO,323.9
1969,2,15,5,0,MLO,324.3
1969,2,22,5,0,MLO,324.8
1969,3,1,7,0,MLO,325.1
1969,3,8,7,0,MLO,325.5
1969,3,15,7,0,MLO,325.7
1969,3,22,6,0,MLO,325.9
1969,3,29,7,0,MLO,325.8
1969,4,5,7,0,MLO,326.2
1969,4,12,7,0,MLO,327.1
1969,4,19,6,0,MLO,326.5
1969,4,26,6,0,MLO,326.5
1969,5,3,7,0,MLO,327.5
1969,5,10,7,0,MLO,327.8
1969,5,17,6,0,MLO,326.8
1969,5,24,7,0,MLO,326.9
1969,5,31,5,0,MLO,327.4
1969,6,7,6,0,MLO,326.5
1969,6,14,4,0,MLO,326.7
1969,6,21,5,0,MLO,326.7
1969,6,28,7,0,MLO,326.3
1969,7,5,6,0,MLO,326.1
1969,7,12,7,0,MLO,326.0
1969,7,19,6,0,MLO,325.7
1969,7,26,4,0,MLO,325.4
1969,8,2,5,0,MLO,324.5
1969,8,9,7,0,MLO,324.5
1969,8,16,7,0,MLO,323.1
1969,8,23,5,0,MLO,322.5
1969,8,30,7,0,MLO,323.1
1969,9,6,6,0,MLO,322.2
1969,9,13,6,0,MLO,322.7
1969,9,20,4,0,MLO,322.8
1969,9,27,7,0,MLO,321.9
1969,10,4,7,0,MLO,321.5
1969,10,11,7,0,MLO,321.8
1969,10,18,7,0,MLO,322.0
1969,10,25,7,0,MLO,321.9
1969,11,1,7,0,MLO,322.2
1969,11,8,7,0,MLO,322.6
1969,11,15,7,0,MLO,322.7
1969,11,22,7,0,MLO,323.1
1969,11,29,7,0,MLO,323.5
1969,12,6,7,0,MLO,323.9
1969,12,13,7,0,MLO,323.9
1969,12,20,7,0,MLO,324.2
1969,12,27,7,0,MLO,324.5
1970,1,3,7,0,MLO,324.7
1970,1,10,7,0,MLO,325.4
1970,1,17,7,0,MLO,325.0
1970,1,24,7,0,MLO,324.8
1970,1,31,7,0,MLO,325.5
1970,2,7,7,0,MLO,325.7
1970,2,14,7,0,MLO,326.0
1970,2,21,6,0,MLO,326.3
1970,2,28,7,0,MLO,326.1
1970,3,7,7,0,MLO,326.8
1970,3,14,7,0,MLO,326.8
1970,3,21,7,0,MLO,327.5
1970,3,28,7,0,MLO,326.9
1970,4,4,7,0,MLO,328.2
1970,4,11,7,0,MLO,327.8
1970,4,18,7,0,MLO,327.8
1970,4,25,7,0,MLO,328.5
1970,5,2,7,0,MLO,327.9
1970,5,9,5,0,MLO,327.5
1970,5,16,5,0,MLO,328.0
1970,5,23,7,0,MLO,328.3
1970,5,30,6,0,MLO,327.9
1970,6,6,7,0,MLO,327.5
1970,6,13,7,0,MLO,327.8
1970,6,20,7,0,MLO,327.7
1970,6,27,6,0,MLO,327.2
1970,7,4,6,0,MLO,327.2
1970,7,11,6,0,MLO,326.2
1970,7,18,6,0,MLO,326.2
1970,7,25,7,0,MLO,325.6
1970,8,1,5,0,MLO,325.2
1970,8,8,3,0,MLO,325.2
1970,8,15,6,0,MLO,324.8
1970,8,22,5,0,MLO,324.8
1970,8,29,5,0,MLO,323.3
1970,9,5,7,0,MLO,322.9
1970,9,12,4,0,MLO,323.5
1970,9,19,4,0,MLO,323.1
1970,9,26,5,0,MLO,323.1
1970,10,3,5,0,MLO,323.2
1970,10,10,6,0,MLO,323.5
1970,10,17,4,0,MLO,322.9
1970,10,24,7,0,MLO,323.0
1970,10,31,5,0,MLO,323.1
1970,11,7,7,0,MLO,323.6
1970,11,14,5,0,MLO,323.7
1970,11,21,7,0,MLO,324.2
1970,11,28,7,0,MLO,324.7
1970,12,5,7,0,MLO,324.7
1970,12,12,7,0,MLO,325.0
1970,12,19,7,0,MLO,325.2
1970,12,26,3,0,MLO,325.5
1971,1,2,6,0,MLO,325.7
1971,1,9,7,0,MLO,325.8
1971,1,16,7,0,MLO,325.9
1971,1,23,6,0,MLO,326.7
1971,1,30,7,0,MLO,326.6
1971,2,6,7,0,MLO,326.5
1971,2,13,7,0,MLO,326.4
1971,2,20,7,0,MLO,326.7
1971,2,27,7,0,MLO,327.0
1971,3,6,6,0,MLO,327.1
1971,3,13,6,0,MLO,327.3
1971,3,20,7,0,MLO,327.0
1971,3,27,7,0,MLO,327.4
1971,4,3,6,0,MLO,327.4
1971,4,10,6,0,MLO,327.1
1971,4,17,7,0,MLO,327.7
1971,4,24,7,0,MLO,328.5
1971,5,1,7,0,MLO,328.2
1971,5,8,7,0,MLO,329.0
1971,5,15,7,0,MLO,329.2
1971,5,22,7,0,MLO,328.9
1971,5,29,6,0,MLO,328.8
1971,6,5,6,0,MLO,328.5
1971,6,12,7,0,MLO,328.8
1971,6,19,7,0,MLO,328.1
1971,6,26,7,0,MLO,328.5
1971,7,3,7,0,MLO,327.9
1971,7,10,6,0,MLO,327.8
1971,7,17,7,0,MLO,327.5
1971,7,24,6,0,MLO,326.2
1971,7,31,2,0,MLO,326.7
1971,8,7,7,0,MLO,326.1
1971,8,14,2,0,MLO,325.6
1971,8,21,6,0,MLO,325.3
1971,8,28,6,0,MLO,324.0
1971,9,4,7,0,MLO,323.6
1971,9,11,7,0,MLO,323.5
1971,9,18,4,0,MLO,323.2
1971,9,25,7,0,MLO,323.3
1971,10,2,7,0,MLO,323.3
1971,10,9,1,0,MLO,322.9
1971,10,16,7,0,MLO,323.5
1971,10,23,7,0,MLO,323.6
1971,10,30,7,0,MLO,324.4
1971,11,6,7,0,MLO,324.3
1971,11,13,7,0,MLO,324.5
1971,11,20,7,0,MLO,325.0
1971,11,27,7,0,MLO,325.5
1971,12,4,7,0,MLO,325.3
1971,12,11,7,0,MLO,325.9
1971,12,18,7,0,MLO,326.2
1971,12,25,7,0,MLO,326.3
1972,1,1,6,0,MLO,326.6
1972,1,8,7,0,MLO,326.6
1972,1,15,7,0,MLO,326.6
1972,1,22,7,0,MLO,326.6
1972,1,29,7,0,MLO,327.2
1972,2,5,7,0,MLO,327.4
1972,2,12,7,0,MLO,327.9
1972,2,19,7,0,MLO,327.8
1972,2,26,7,0,MLO,327.4
1972,3,4,7,0,MLO,327.5
1972,3,11,6,0,MLO,327.1
1972,3,18,7,0,MLO,327.7
1972,3,25,4,0,MLO,328.6
1972,4,1,6,0,MLO,328.9
1972,4,8,7,0,MLO,329.4
1972,4,15,7,0,MLO,329.8
1972,4,22,7,0,MLO,330.1
1972,4,29,6,0,MLO,330.0
1972,5,6,7,0,MLO,330.0
1972,5,13,7,0,MLO,329.7
1972,5,20,7,0,MLO,330.1
1972,5,27,7,0,MLO,330.2
1972,6,3,7,0,MLO,329.7
1972,6,10,5,0,MLO,329.1
1972,6,17,7,0,MLO,329.0
1972,6,24,7,0,MLO,328.5
1972,7,1,7,0,MLO,328.6
1972,7,8,7,0,MLO,328.3
1972,7,15,7,0,MLO,327.7
1972,7,22,5,0,MLO,328.1
1972,7,29,5,0,MLO,327.5
1972,8,5,7,0,MLO,326.9
1972,8,12,7,0,MLO,326.6
1972,8,19,7,0,MLO,326.5
1972,8,26,7,0,MLO,325.0
1972,9,2,7,0,MLO,325.4
1972,9,9,7,0,MLO,325.7
1972,9,16,7,0,MLO,324.8
1972,9,23,7,0,MLO,324.2
1972,9,30,6,0,MLO,324.2
1972,10,7,6,0,MLO,324.8
1972,10,14,5,0,MLO,325.5
1972,10,21,7,0,MLO,325.1
1972,10,28,7,0,MLO,325.8
1972,11,4,7,0,MLO,326.3
1972,11,11,6,0,MLO,326.1
1972,11,18,7,0,MLO,326.4
1972,11,25,7,0,MLO,326.9
1972,12,2,7,0,MLO,326.9
1972,12,9,7,0,MLO,327.1
1972,12,16,7,0,MLO,327.6
1972,12,23,6,0,MLO,327.9
1972,12,30,7,0,MLO,328.2
1973,1,6,5,0,MLO,328.4
1973,1,13,7,0,MLO,328.4
1973,1,20,5,0,MLO,328.6
1973,1,27,7,0,MLO,328.8
1973,2,3,6,0,MLO,329.1
1973,2,10,7,0,MLO,329.5
1973,2,17,7,0,MLO,329.6
1973,2,24,7,0,MLO,329.7
1973,3,3,6,0,MLO,329.9
1973,3,10,7,0,MLO,330.1
1973,3,17,5,0,MLO,330.5
1973,3,24,4,0,MLO,330.8
1973,3,31,7,0,MLO,330.6
1973,4,7,7,0,MLO,331.2
1973,4,14,7,0,MLO,331.1
1973,4,21,6,0,MLO,331.9
1973,4,28,4,0,MLO,332.1
